raw_spelling,source_file,record_count,is_job_entry,is_false_positive,notes
"{""Active"":""Active"",""Job ID"":""A-23-321"",""Customer"":""Core Construction                                       (Job # 22-01-023)"",""Location "":""COS Fire De",excel_wt_sw.csv,1,YES,NO,
Core Construction                                       (Job # 23.01.013),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-305"",""Customer"":""Core Construction                                       (Job # 23.01.013)"",""Location "":""Perry High ",excel_wt_sw.csv,1,YES,NO,
Core Construction                                      (Job # 23-01-016),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-11"",""Customer"":""Core Construction                                      (Job # 23-01-016)"",""Location "":""Schnepf Eleme",excel_wt_sw.csv,1,YES,NO,
Core Construction                                    (Job # 23-01-006),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-675"",""Customer"":""Core Construction                                    (Job # 23-01-006)                  "",""Location",excel_wt_sw.csv,1,YES,NO,
Core Construction                                   (Job 23-01-005) Kendra said paying by invoice,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-447"",""Customer"":""Core Construction                                   (Job 23-01-005) Kendra said paying by invoice"",",excel_wt_sw.csv,1,YES,NO,
Core Construction                                 (Job # 22-04-222),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-208"",""Customer"":""Core Construction                                 (Job # 22-04-222)"",""Location "":""Osborn School Dis",excel_wt_sw.csv,1,YES,NO,
Core Construction                                (Job 22-01-022),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-308"",""Customer"":""Core Construction                                (Job 22-01-022)"",""Location "":""75 E Civic Center Dr",excel_wt_sw.csv,1,YES,NO,
Core Construction                                (Job 23-01-016),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-487"",""Customer"":""Core Construction                                (Job 23-01-016)"",""Location "":""QCUSD - Crismon High",excel_wt_sw.csv,1,YES,NO,
Core Construction                               (Job # 23-01-017),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-527"",""Customer"":""Core Construction                               (Job # 23-01-017)"",""Location "":""Eastmark High Schoo",excel_wt_sw.csv,1,YES,NO,
Core Construction                              (Job # ) Mark 602-908-2535,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-463"",""Customer"":""Core Construction                              (Job # ) Mark 602-908-2535 "",""Location "":""Papago Ari",excel_wt_sw.csv,1,YES,NO,
Core Construction                              (Job # 21-01-023) (Add drive time),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-558"",""Customer"":""Core Construction                              (Job # 21-01-023) (Add drive time)"",""Location "":""Sac",excel_wt_sw.csv,1,YES,NO,
Core Construction                              (Job # 99-99-999),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-436"",""Customer"":""Core Construction                              (Job # 99-99-999)"",""Location "":""Riverview Elementary",excel_wt_sw.csv,1,YES,NO,
Core Construction                            (Job #24-04-168),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-370"",""Customer"":""Core Construction                            (Job #24-04-168)"",""Location "":""Marcos de Niza High Sch",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (23-01-023),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-90"",""Customer"":""Core Construction                          (23-01-023)"",""Location "":""New Police Evidence Storage Fac",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 1-23-01-019),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-532"",""Customer"":""Core Construction                          (Job # 1-23-01-019)"",""Location "":""CoB Fire Station 707 (",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 22-01-004),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-211"",""Customer"":""Core Construction                          (Job # 22-01-004)"",""Location "":""CoA - Avondale Aquatic C",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 23.01.013),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-229"",""Customer"":""Core Construction                          (Job # 23.01.013)"",""Location "":""Chandler High School (35",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 23-01-022),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-182"",""Customer"":""Core Construction                          (Job # 23-01-022)"",""Location "":""COG Fire Department  (14",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 24-01-012),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A25-419"",""Customer"":""Core Construction                          (Job # 24-01-012)"",""Location "":""Crismon Junior High Schoo",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 24-01-016 ),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-26-01"",""Customer"":""Core Construction                          (Job # 24-01-016 )"",""Location "":""Desert Horizon Elementar",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job # 24-01-026),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-331"",""Customer"":""Core Construction                          (Job # 24-01-026)"",""Location "":""Maricopa County Election",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job #24-02-001),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-69"",""Customer"":""Core Construction                          (Job #24-02-001)"",""Location "":""ToG Public Works NASC Fuel",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job #2404083),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-374"",""Customer"":""Core Construction                          (Job #2404083)"",""Location "":""Arizona Desert Site (8803 W",excel_wt_sw.csv,1,YES,NO,
Core Construction                          (Job #25-04-005),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-344"",""Customer"":""Core Construction                          (Job #25-04-005)"",""Location "":""Waggoner Elementary Park ",excel_wt_sw.csv,1,YES,NO,
Core Construction                         (Job 1-23-01-181),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-62"",""Customer"":""Core Construction                         (Job 1-23-01-181)"",""Location "":""Maricopa County Center (51",excel_wt_sw.csv,1,YES,NO,
Core Construction                         (Job 24-04-168005),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-349"",""Customer"":""Core Construction                         (Job 24-04-168005)"",""Location "":""Tempe UHSD MDN & CDS ""}",excel_wt_sw.csv,1,YES,NO,
Core Construction                        Job # 23-02-001,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-540"",""Customer"":""Core Construction                        Job # 23-02-001"",""Location "":""CoS Scottsdale Museum of the",excel_wt_sw.csv,1,YES,NO,
Core Construction                        Job # 25-01-002,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-515"",""Customer"":""Core Construction                        Job # 25-01-002"",""Location "":""Litchfield Elementary School",excel_wt_sw.csv,1,YES,NO,
Core Construction                      (Job number 25-04-006),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-336"",""Customer"":""Core Construction                      (Job number 25-04-006)"",""Location "":""Kiwanis Parks (6111 S A",excel_wt_sw.csv,1,YES,NO,
Core Construction                    (Job # 23.01.025),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-441"",""Customer"":""Core Construction                    (Job # 23.01.025)"",""Location "":""Maricopa County Sheriff's Offi",excel_wt_sw.csv,1,YES,NO,
Core Construction                   (Job # 23-04-073)       Rob 480-285-7533,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-96"",""Customer"":""Core Construction                   (Job # 23-04-073)       Rob 480-285-7533"",""Location "":""DVUSD Nor",excel_wt_sw.csv,1,YES,NO,
Core Construction                 (Job # 25-01-010),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-453"",""Customer"":""Core Construction                 (Job # 25-01-010)"",""Location "":""Laveen Pre K thru 8th (59th Ave a",excel_wt_sw.csv,1,YES,NO,
Core Construction                (Job # 2404209),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-449"",""Customer"":""Core Construction                (Job # 2404209)"",""Location "":""Moon Valley High School (3625 W Cact",excel_wt_sw.csv,1,YES,NO,
Core Construction            (Job # 24-01-017),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-408"",""Customer"":""Core Construction            (Job # 24-01-017)"",""Location "":""Liberty ESD School (18304 W Lower Buck",excel_wt_sw.csv,1,YES,NO,
Core Construction            (Job # 24-04-168 per Jesus as Marcos De Niza),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-371"",""Customer"":""Core Construction            (Job # 24-04-168 per Jesus as Marcos De Niza)"",""Location "":""Corona Del",excel_wt_sw.csv,1,YES,NO,
Core Construction            (Job # 32-01-020),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-412"",""Customer"":""Core Construction            (Job # 32-01-020)"",""Location "":""Trevor Browne  (3201 N 75th Ave)"",""25-",excel_wt_sw.csv,1,YES,NO,
Core Construction            (Job #25-01-019 ),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-26-07"",""Customer"":""Core Construction            (Job #25-01-019 )"",""Location "":""Connolly Middle School (2002 E Concorda",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-464"",""Customer"":""Core Construction            ******Need Job Numbers*****"",""Location "":""Peoria Fire Department #193 ",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-660"",""Customer"":""Core Construction            ******Need Job Numbers*****"",""Location "":""Thunderbird High School (175",excel_wt_sw.csv,1,YES,NO,
Core Construction          (Brooks 623-258-3761)(Job # 23-01-017),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-31"",""Customer"":""Core Construction          (Brooks 623-258-3761)(Job # 23-01-017)"",""Location "":""QCUSD - Gateway Poly",excel_wt_sw.csv,1,YES,NO,
Core Construction         (COR to craigcummings@coreconstruction.com & Peter),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-23-299"",""Customer"":""Core Construction         (COR to craigcummings@coreconstruction.com & Peter)"",""Location "":""ASU Wes",excel_wt_sw.csv,1,YES,NO,
Core Construction         (Job # 23-01-013)  Larry 602-695-3190,excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-465"",""Customer"":""Core Construction         (Job # 23-01-013)  Larry 602-695-3190"",""Location "":""Hamilton High School ",excel_wt_sw.csv,1,YES,NO,
Core Construction         ****Need Job Numbers**(Job # 23-01-020),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-149"",""Customer"":""Core Construction         ****Need Job Numbers**(Job # 23-01-020)"",""Location "":""PUHSD - Trevor G Br",excel_wt_sw.csv,1,YES,NO,
Core Construction         ****Need Job Numbers***    (Job # 2404014),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-358"",""Customer"":""Core Construction         ****Need Job Numbers***    (Job # 2404014)"",""Location "":""McClintock High ",excel_wt_sw.csv,1,YES,NO,
Core Construction         ***Need Job Numbers***     (Job #2404015),excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-359"",""Customer"":""Core Construction         ***Need Job Numbers***     (Job #2404015)"",""Location "":""Tempe High School",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-356"",""Customer"":""Core Ready Mix"",""Location "":""26215 W Miami""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-357"",""Customer"":""Core Ready Mix"",""Location "":""Sarival Ave & Van Buren""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-393"",""Customer"":""Core Ready Mix"",""Location "":""Happy Valley Road and 107th Ave""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-24-396"",""Customer"":""Core Ready Mix"",""Location "":""12039 E Primrose""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-397"",""Customer"":""Core Ready Mix"",""Location "":""8713 E Sheridan "",""23-Jul"":"".75sw"",""5-Aug"":"".50sw  (John 602-516-4467 ",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-560"",""Customer"":""Core Ready Mix"",""Location "":""17th Ave and Loop 202"",""6-Oct"":""1sw (PO 3P60755)""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-594"",""Customer"":""Core Ready Mix"",""Location "":""18263 Cielo Grande Ave"",""29-Oct"":""1.5sw"",""10-Nov"":""2.75sw""}",excel_wt_sw.csv,1,YES,NO,
"{""Active"":""Active"",""Job ID"":""A-25-657"",""Customer"":""Core Ready Mix"",""Location "":""6489 W Patriot "",""6-Dec"":""2sw"",""8-Dec"":""2sw""}",excel_wt_sw.csv,1,YES,NO,
